  Scientific Name  	 AGCP	 AW	 CB	 EMP	 GP	 HI	 MW	 NCNE	 WMVC	 AK
  Thelypteris wailele  	   	   	   	   	   	 FACW	   	   	   	   
  Thelypteris warburgii  	   	   	   	   	   	 FACW	   	   	   	   
  Thermopsis divaricarpa  	   	 FAC	   	   	 FAC	   	   	   	 FAC	   
  Thermopsis montana  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Thermopsis rhombifolia  	   	 FACU	   	   	 UPL	   	 FACU	 FACU	 FACU	   
  Thespesia populnea  	 FAC	   	 FAC	   	   	 FAC	   	   	   	   
  Thevetia peruviana  	 UPL	 UPL	 UPL	   	 UPL	 FACU	   	   	   	   
  Thinopyrum pycnanthum  	 FACW	   	   	 FACW	   	   	   	 FACW	 FACW	   
  Thlaspi arvense  	 UPL	 UPL	   	 UPL	 FACU	   	 FACU	 UPL	 UPL	 UPL
  Thrinax radiata  	 FAC	   	   	   	   	   	   	   	   	   
  Thuja occidentalis  	 FACW	   	   	 FACW	 FACW	   	 FACW	 FACW	   	   
  Thuja plicata  	   	 FAC	   	   	 UPL	   	   	   	 FAC	 FAC
  Thunbergia alata  	 UPL	   	 FACU	 UPL	 UPL	 UPL	   	   	   	   
  Thunbergia erecta  	 FAC	   	 UPL	   	   	   	   	   	   	   
  Thunbergia grandiflora  	 UPL	   	 UPL	   	   	 FACU	   	   	   	   
  Thyrsanthella difformis  	 FACW	   	   	 FACW	 FACW	   	 FACW	   	   	   
  Tiarella cordifolia  	 FAC	   	   	 FAC	   	   	 FACU	 FACU	   	   
  Tiarella trifoliata  	   	 FAC	   	   	   	   	   	   	 FAC	 FAC
  Tibouchina herbacea  	   	   	   	   	   	 FAC	   	   	   	   
  Tiedemannia canbyi  	 OBL	   	   	 OBL	   	   	   	   	   	   
  Tiedemannia filiformis  	 OBL	   	   	 FACW	 FACW	   	   	   	   	   
  Tilia americana  	 FACU	 FACU	   	 FACU	 FACU	   	 FACU	 FACU	 FACU	   
  Tillandsia usneoides  	 FAC	   	 UPL	 UPL	 UPL	 UPL	   	   	   	   
  Tipularia discolor  	 FACU	   	   	 FACU	 FAC	   	 FACU	 FACU	   	   
  Tiquilia nuttallii  	   	 UPL	   	 FACU	   	   	   	   	 UPL	   
  Tithonia diversifolia  	 FACU	 FACU	 FACU	   	 FAC	 UPL	   	   	   	   
  Tithonia thurberi  	   	 FACW	   	   	   	   	   	   	   	   
  Tofieldia coccinea  	   	   	   	   	   	   	   	   	   	 FAC
  Tofieldia glabra  	 FACW	   	   	 FACW	   	   	   	   	   	   
  Tofieldia pusilla  	   	   	   	   	   	   	   	 FACW	 FACW	 FAC
  Tolmiea diplomenziesii  	   	 FAC	   	   	   	   	   	   	 FACW	   
  Tolmiea menziesii  	   	 FACW	   	   	   	   	   	   	 FAC	 FACW
  Torenia asiatica  	   	   	   	   	   	 FACW	   	   	   	   
  Torenia glabra  	   	   	   	   	   	 FACW	   	   	   	   
  Torralbasia cuneifolia  	   	   	 FAC	   	   	   	   	   	   	   
  Torreyochloa erecta  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Torreyochloa pallida  	 OBL	 OBL	   	 OBL	 OBL	   	 OBL	 OBL	 OBL	 FACW
  Touchardia latifolia  	   	   	   	   	   	 FACW	   	   	   	   
  Tournefortia argentea  	   	   	   	   	   	 FACU	   	   	   	   
  Tournefortia filiflora  	   	   	 FACU	   	   	   	   	   	   	   
  Tournefortia maculata  	   	   	 FAC	   	   	   	   	   	   	   
  Toxicodendron diversilobum  	   	 FACU	   	   	   	   	   	   	 FAC	   
  Toxicodendron pubescens  	 FACU	   	   	 FACU	 FACU	   	 FACU	   	   	   
  Toxicodendron radicans  	 FAC	 FAC	   	 FAC	 FACU	   	 FAC	 FAC	   	   
  Toxicodendron rydbergii  	 FAC	 FACU	   	 FAC	 FACU	   	 FAC	 FAC	 FACU	   
  Toxicodendron vernix  	 OBL	   	   	 OBL	   	   	 OBL	 OBL	   	   
  Toxicoscordion fontanum  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Toxicoscordion micranthum  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Toxicoscordion venenosum  	   	 FACU	   	   	 FAC	   	 FAC	   	 FACU	   
  Tradescantia bracteata  	 FAC	   	   	 UPL	 FACU	   	 FACU	 FACU	 FAC	   
  Tradescantia edwardsiana  	 FAC	   	   	   	 FAC	   	   	   	   	   
  Tradescantia fluminensis  	 FAC	 FAC	   	 FAC	 FAC	 FAC	   	   	 FAC	   
  Tradescantia occidentalis  	 UPL	 FACU	   	 UPL	 UPL	   	 UPL	 UPL	 FACU	   
  Tradescantia ohiensis  	 FAC	 FACW	   	 FAC	 FACU	   	 FACU	 FACU	   	   
  Tradescantia pallida  	   	   	   	   	   	 FAC	   	   	   	   
  Tradescantia spathacea  	 UPL	   	 UPL	   	   	 FACU	   	   	   	   
  Tradescantia virginiana  	 FAC	   	 FAC	 FACU	 FAC	   	 UPL	 UPL	   	   
  Tradescantia wrightii  	   	 FACW	   	   	 FACW	   	   	   	 FACW	   
  Tradescantia zebrina  	 UPL	   	 FACU	 UPL	   	 FAC	   	   	   	   
  Transberingia bursifolia  	   	 UPL	   	   	 FACU	   	   	   	 UPL	 FACU
  Trapa natans  	 OBL	   	   	 OBL	   	   	   	 OBL	   	   
  Trautvetteria caroliniensis  	 FACW	 FACW	   	 FACW	 FACW	   	 FAC	   	 FAC	   
  Trema micrantha  	 FAC	   	 FACU	   	   	   	   	   	   	   
  Trema orientalis  	 FACU	   	   	   	   	 FACU	   	   	   	   
  Trematolobelia auriculata  	   	   	   	   	   	 FACW	   	   	   	   
  Trematolobelia grandifolia  	   	   	   	   	   	 FAC	   	   	   	   
  Trematolobelia kaalae  	   	   	   	   	   	 FACW	   	   	   	   
  Trematolobelia kauaiensis  	   	   	   	   	   	 FAC	   	   	   	   
  Trematolobelia macrostachys  	   	   	   	   	   	 FAC	   	   	   	   
  Trematolobelia rockii  	   	   	   	   	   	 FACW	   	   	   	   
  Trematolobelia singularis  	   	   	   	   	   	 FACW	   	   	   	   
  Trematolobelia wimmeri  	   	   	   	   	   	 FAC	   	   	   	   
  Trepocarpus aethusae  	 FACW	   	   	 FACW	 FACW	   	 OBL	   	   	   
  Triadica sebifera  	 FAC	 FAC	 FAC	 FAC	 FAC	   	   	   	 FAC	   
  Triantha glutinosa  	   	   	   	 OBL	 OBL	   	 OBL	 OBL	 OBL	 FACW
  Triantha occidentalis  	   	 FACW	   	   	 FACW	   	   	   	 FACW	 FACW
  Triantha racemosa  	 OBL	   	   	 OBL	   	   	   	   	   	   
  Trianthema portulacastrum  	 FACW	 FAC	 FAC	 FAC	 FACW	 FAC	 FAC	   	 FAC	   
  Tribulus cistoides  	 FACU	   	 UPL	 UPL	   	 UPL	   	   	   	   
  Trichilia pallida  	   	   	 FACU	   	   	   	   	   	   	   
  Trichocoronis wrightii  	 FACW	 FACW	   	   	 FACW	   	   	   	 FACW	   
  Trichomanes brevipes  	   	   	   	   	   	 FAC	   	   	   	   
  Trichomanes javanicum  	   	   	   	   	   	 FAC	   	   	   	   
  Trichomanes membranaceum  	 FACW	   	 OBL	   	   	   	   	   	   	   
  Trichomanes rigidum  	   	   	 OBL	   	   	   	   	   	   	   
  Trichomanes robustum  	   	   	 FACW	   	   	   	   	   	   	   
  Trichophorum alpinum  	   	   	   	   	 OBL	   	 OBL	 OBL	 OBL	 OBL
  Trichophorum caespitosum  	   	 OBL	   	 OBL	 OBL	   	 OBL	 OBL	 OBL	 OBL
  Trichophorum clementis  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Trichophorum clintonii  	   	   	   	   	 FACU	   	 FACU	 FACU	   	   
  Trichophorum pumilum  	   	 FACW	   	   	 OBL	   	   	   	 FACW	 OBL
  Trichostema austromontanum  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Trichostema dichotomum  	 UPL	   	   	 UPL	 FAC	   	 UPL	 UPL	   	   
  Trichostema lanceolatum  	   	 FACU	   	   	   	   	   	   	 FACU	   
  Trichostema micranthum  	   	 FAC	   	   	   	   	   	   	   	   
  Trichostigma octandrum  	 FACU	   	 FACU	   	   	   	   	   	   	   
  Tridax procumbens  	 FACU	   	 FACU	   	 FACU	 FAC	   	   	   	   
  Tridens albescens  	 FAC	 FACU	   	 FAC	 FAC	   	 FAC	   	 FACU	   
  Tridens ambiguus  	 FACW	   	   	 FACW	 FAC	   	   	   	   	   
  Tridens flavus  	 FACU	 UPL	   	 FACU	 UPL	   	 UPL	 UPL	 UPL	   
  Tridens muticus  	 FACW	 FAC	   	 FAC	 FACU	   	 FAC	   	 FAC	   
  Tridens strictus  	 FACW	   	   	 FACW	 FAC	   	 FACU	 FACU	   	   
  Trientalis borealis  	 FAC	   	   	 FAC	 FAC	   	 FAC	 FAC	   	   
  Trientalis europaea  	   	 FAC	   	   	   	   	   	   	 FAC	 FACU
  Trientalis latifolia  	   	 FAC	   	   	   	   	   	   	 FACW	   
  Trifolium albopurpureum  	   	 FACU	   	   	   	   	   	   	 FACU	   
  Trifolium amabile  	   	 OBL	   	   	   	   	   	   	   	   
  Trifolium amoenum  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Trifolium barbigerum  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Trifolium beckwithii  	   	 FAC	   	   	   	   	 FAC	   	 FAC	   
  Trifolium bolanderi  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Trifolium cyathiferum  	   	 FAC	   	   	   	   	   	   	 FAC	 UPL
  Trifolium dasyphyllum  	   	 UPL	   	   	 FACU	   	   	   	 UPL	   
  Trifolium depauperatum  	 FAC	 FAC	   	   	   	   	 UPL	 UPL	 FAC	   
  Trifolium douglasii  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Trifolium dubium  	 FACU	 UPL	   	 UPL	 FACU	 UPL	 FACU	 FACU	 FACU	 UPL
  Trifolium eriocephalum  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Trifolium fragiferum  	 FACU	 FAC	   	 FACU	 FAC	   	 FACU	 FACU	 FACU	   
  Trifolium fucatum  	   	 FACU	   	   	   	   	 UPL	 UPL	 FACU	   
  Trifolium grayi  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Trifolium haydenii  	   	 FACU	   	   	   	   	   	   	 UPL	   
  Trifolium howellii  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Trifolium hybridum  	 FACU	 FAC	   	 FACU	 FACU	 UPL	 FACU	 FACU	 FAC	 FAC
  Trifolium hydrophilum  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Trifolium kingii  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Trifolium longipes  	   	 FACW	   	   	 FACW	   	   	   	 FAC	   
  Trifolium macrocephalum  	   	 FACU	   	   	   	   	   	   	 FACU	   
  Trifolium microcephalum  	   	 FAC	   	   	   	   	   	   	 FAC	 UPL
  Trifolium monanthum  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Trifolium mucronatum  	   	 FACW	   	   	 FACW	   	   	   	 FACW	   
  Trifolium neurophyllum  	   	 FACW	   	   	 FACW	   	   	   	 FACW	   
  Trifolium obtusiflorum  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Trifolium parryi  	   	 FAC	   	   	 FAC	   	   	   	 FAC	   
  Trifolium pinetorum  	   	 FACW	   	   	 FACW	   	   	   	 FACW	   
  Trifolium polyodon  	   	 FACW	   	   	   	   	   	   	   	   
  Trifolium pratense  	 FACU	 FACU	 UPL	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU
  Trifolium productum  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Trifolium repens  	 FACU	 FACU	   	 FACU	 FACU	 FACU	 FACU	 FACU	 FAC	 FACU
  Trifolium resupinatum  	 FACU	 UPL	   	 UPL	 FACU	 UPL	 UPL	 UPL	 UPL	   
  Trifolium stoloniferum  	   	   	   	 FACU	   	   	 FACU	   	   	   
  Trifolium variegatum  	   	 FAC	   	   	   	   	   	   	 FAC	 FAC
  Trifolium willdenowii  	   	 FACW	   	   	   	   	   	   	 FACU	   
  Trifolium wormskioldii  	   	 FACW	   	   	 FACW	   	   	   	 FACW	 FAC
  Triglochin concinna  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Triglochin gaspensis  	   	   	   	   	   	   	   	 OBL	   	   
  Triglochin maritima  	 OBL	 OBL	   	 OBL	 OBL	   	 OBL	 OBL	 OBL	 OBL
  Triglochin palustris  	   	 OBL	   	 OBL	 OBL	   	 OBL	 OBL	 OBL	 OBL
  Triglochin scilloides  	   	 OBL	   	   	 OBL	   	   	   	 OBL	   
  Triglochin striata  	 OBL	 OBL	   	   	   	   	   	   	 OBL	   
  Trillium albidum  	   	 FACU	   	   	   	   	   	   	 FACU	   
  Trillium cernuum  	 FACW	   	   	 FACW	 FAC	   	 FAC	 FAC	   	   
  Trillium erectum  	 FAC	   	   	 FACU	   	   	 UPL	 FACU	   	   
  Trillium flexipes  	 FAC	   	   	 FAC	 FACU	   	 FACU	 FAC	   	   
  Trillium ovatum  	   	 FACU	   	   	   	   	   	   	 FACU	   
  Trillium pusillum  	 FACW	   	   	 FACW	   	   	   	   	   	   
  Trillium recurvatum  	 FACU	   	   	 UPL	   	   	 FACU	 FACU	   	   
  Trillium sessile  	 UPL	   	   	 UPL	   	   	 FACU	 FACU	   	   
  Trillium texanum  	 FACU	   	   	   	 FAC	   	   	   	   	   
  Trillium undulatum  	   	   	   	 FACU	   	   	   	 FACU	   	   
  Triodanis perfoliata  	 FACU	 FACU	   	 FAC	 FAC	 FACU	 FAC	 FACU	 UPL	   
  Triosteum angustifolium  	 UPL	   	   	 FAC	 FAC	   	 FAC	 FAC	   	   
  Triphasia trifolia  	 FAC	 FACU	 UPL	   	 FACU	 UPL	   	   	   	   
  Triphora surinamensis  	   	   	 FAC	   	   	   	   	   	   	   
  Triphora trianthophoros  	 FACU	   	   	 UPL	 FACU	   	 FACU	 FACU	   	   
  Tripleurospermum maritimum  	 FAC	 FACU	   	 UPL	 FAC	   	 FAC	 FAC	 FACU	 FAC
  Tripsacum dactyloides  	 FAC	 FAC	   	 FACW	 FAC	   	 FAC	 FAC	   	   
  Trisetum cernuum  	   	 FACU	   	   	   	   	   	   	 FACU	 FACU
  Trisetum orthochaetum  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Trisetum sibiricum  	   	   	   	   	   	   	   	   	   	 FAC
  Trisetum spicatum  	   	 FACU	   	 FACU	 FACU	   	   	 FAC	 UPL	 FAC
  Triteleia hyacinthina  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Triteleia ixioides  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Triteleia peduncularis  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Triumfetta rhomboidea  	 UPL	   	 UPL	   	   	 FAC	   	   	   	   
  Triumfetta semitriloba  	 FACU	   	 FAC	   	   	 UPL	   	   	   	   
  Trollius laxus  	 OBL	 OBL	   	 OBL	 OBL	   	   	 OBL	 OBL	   
  Tropaeolum majus  	 UPL	 UPL	 UPL	 UPL	   	 FACU	   	 UPL	 UPL	   
  Tropaeolum minus  	   	   	   	   	   	   	   	 FACU	   	   
  Tsuga canadensis  	 FACU	   	   	 FACU	   	   	 FACU	 FACU	   	   
  Tsuga heterophylla  	   	 FACU	   	   	   	   	   	   	 FACU	 FAC
  Tsuga mertensiana  	   	 FACU	   	   	   	   	   	   	 FACU	 FAC
  Tuctoria greenei  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Tuctoria mucronata  	   	 OBL	   	   	   	   	   	   	   	   
  Turnera ulmifolia  	 UPL	   	 FAC	   	   	 UPL	   	   	   	   
  Turpinia occidentalis  	   	   	 FAC	   	   	   	   	   	   	   
